transaction_id,customer_id,product_name,channel,branch_id,transaction_date,amount,is_outlier
T2_001041,C2_000427,Tabungan,EDC,B2_022,2024-06-02,80645323,FALSE
T2_001042,C2_001425,Kartu Kredit,Mobile Banking,B2_021,2024-01-11,227233802,FALSE
T2_001043,C2_002121,Tabungan,Mobile Banking,B2_024,2024-01-15,161459330,FALSE
T2_001044,C2_001172,Kredit Konsumer,ATM,B2_018,2025-03-21,425364759,FALSE
T2_001045,C2_002469,Deposito,Mobile Banking,B2_016,2023-08-19,353875996,FALSE
T2_001046,C2_000436,Kredit Mikro,EDC,B2_014,2023-03-02,257839976,FALSE
T2_001047,C2_002330,Kartu Kredit,Mobile Banking,B2_001,2025-05-21,260188446,FALSE
T2_001048,C2_000409,Deposito,Mobile Banking,B2_014,2025-07-18,425609031,FALSE
T2_001049,C2_000320,Deposito,ATM,B2_007,2025-03-29,115942081,FALSE
T2_001050,C2_002974,Kredit Mikro,ATM,B2_006,2024-02-04,83055772,FALSE
T2_001051,C2_002417,Kredit Konsumer,Internet Banking,B2_020,2024-12-08,421105145,FALSE
T2_001052,C2_002442,Kredit Mikro,Teller,B2_004,2023-07-16,123769444,FALSE
T2_001053,C2_002669,Kredit Mikro,Mobile Banking,B2_011,2024-05-23,12790031,FALSE
T2_001054,C2_001520,Kredit Mikro,Teller,B2_006,2025-04-01,114474363,FALSE
T2_001055,C2_001496,Tabungan,Mobile Banking,B2_007,2023-01-31,253305448,FALSE
T2_001056,C2_001176,Kartu Kredit,ATM,B2_018,2024-05-26,59729507,FALSE
T2_001057,C2_001895,Kredit Mikro,EDC,B2_007,2023-02-18,433098509,FALSE
T2_001058,C2_001041,Kartu Kredit,Internet Banking,B2_013,2025-08-15,286140043,FALSE
T2_001059,C2_001637,Kredit Mikro,Mobile Banking,B2_030,2024-10-16,287055286,FALSE
T2_001060,C2_001094,Kredit Konsumer,EDC,B2_010,2025-03-22,100357274,FALSE
T2_001061,C2_000512,Kredit Konsumer,ATM,B2_023,2025-01-17,377703762,FALSE
T2_001062,C2_002880,Kredit Mikro,Internet Banking,B2_028,2023-01-16,251609202,FALSE
T2_001063,C2_002922,Deposito,Teller,B2_006,2023-11-17,390577458,FALSE
T2_001064,C2_002286,Kartu Kredit,Internet Banking,B2_003,2024-04-29,10388341,FALSE
T2_001065,C2_000415,Kredit Konsumer,Teller,B2_024,2023-01-17,444322700,FALSE
T2_001066,C2_002105,Tabungan,Mobile Banking,B2_001,2025-03-20,374516152,FALSE
T2_001067,C2_001454,Deposito,Teller,B2_024,2023-06-22,287564338,FALSE
T2_001068,C2_000617,Kredit Konsumer,Teller,B2_028,2023-05-26,48704898,FALSE
T2_001069,C2_002642,Deposito,Internet Banking,B2_016,2023-03-31,100356860,FALSE
T2_001070,C2_000050,Kartu Kredit,Mobile Banking,B2_028,2025-07-15,460162295,FALSE
T2_001071,C2_000470,Deposito,ATM,B2_023,2024-03-30,74523321,FALSE
T2_001072,C2_000809,Tabungan,Internet Banking,B2_002,2024-04-29,56894989,FALSE
T2_001073,C2_002533,Deposito,Mobile Banking,B2_017,2025-02-09,413406406,FALSE
T2_001074,C2_002380,Kredit Konsumer,EDC,B2_024,2025-02-21,109099011,FALSE
T2_001075,C2_000966,Tabungan,ATM,B2_020,2024-11-17,387517616,FALSE
T2_001076,C2_000145,Kartu Kredit,Teller,B2_027,2023-03-26,29315540,FALSE
T2_001077,C2_000206,Kredit Konsumer,EDC,B2_029,2024-07-14,150977644,FALSE
T2_001078,C2_000906,Kartu Kredit,Teller,B2_028,2024-08-16,207314123,FALSE
T2_001079,C2_002138,Kredit Mikro,Mobile Banking,B2_014,2025-07-04,444020232,FALSE
T2_001080,C2_001907,Kredit Konsumer,ATM,B2_010,2024-12-27,51761094,FALSE
T2_001081,C2_001475,Deposito,ATM,B2_028,2023-09-17,466278380,FALSE
T2_001082,C2_000170,Kartu Kredit,Internet Banking,B2_026,2024-12-31,341166562,FALSE
T2_001083,C2_001262,Deposito,Mobile Banking,B2_009,2023-10-18,445016551,FALSE
T2_001084,C2_002511,Tabungan,Teller,B2_012,2023-12-03,45678026,FALSE
T2_001085,C2_001424,Kartu Kredit,Teller,B2_011,2024-02-08,5749028,FALSE
T2_001086,C2_001190,Kartu Kredit,Teller,B2_016,2025-07-03,183229545,FALSE
T2_001087,C2_002702,Tabungan,Teller,B2_004,2023-10-21,492876353,FALSE
T2_001088,C2_000420,Tabungan,ATM,B2_029,2023-09-12,174512481,FALSE
T2_001089,C2_000397,Tabungan,ATM,B2_027,2023-11-18,141412853,FALSE
T2_001090,C2_001691,Tabungan,Teller,B2_029,2023-06-29,493087650,FALSE
T2_001091,C2_001111,Kredit Mikro,Internet Banking,B2_028,2023-01-25,293741093,FALSE
T2_001092,C2_001257,Kartu Kredit,EDC,B2_027,2025-08-08,398347919,FALSE
T2_001093,C2_002357,Kredit Mikro,Mobile Banking,B2_011,2023-02-16,107446514,FALSE
T2_001094,C2_000715,Kredit Mikro,Teller,B2_013,2024-03-12,268000095,FALSE
T2_001095,C2_002181,Deposito,Mobile Banking,B2_008,2023-04-24,4306739,FALSE
T2_001096,C2_001669,Kartu Kredit,Teller,B2_024,2025-01-19,268115470,FALSE
T2_001097,C2_001874,Kartu Kredit,Internet Banking,B2_017,2023-05-20,303066377,FALSE
T2_001098,C2_000304,Kartu Kredit,EDC,B2_021,2023-12-24,220168779,FALSE
T2_001099,C2_001783,Kartu Kredit,Teller,B2_011,2024-06-02,442918476,FALSE
T2_001100,C2_000280,Tabungan,Teller,B2_004,2025-06-02,383451229,FALSE
T2_001101,C2_000201,Kredit Konsumer,EDC,B2_020,2025-03-05,306009006,FALSE
T2_001102,C2_000491,Deposito,Teller,B2_025,2023-04-20,453670677,FALSE
T2_001103,C2_001995,Deposito,ATM,B2_012,2023-07-26,50738694,FALSE
T2_001104,C2_001742,Tabungan,Internet Banking,B2_027,2024-05-23,456842255,FALSE
T2_001105,C2_000298,Kredit Mikro,ATM,B2_012,2023-11-21,477860716,FALSE
T2_001106,C2_001161,Kredit Konsumer,Internet Banking,B2_019,2024-05-18,46656544,FALSE
T2_001107,C2_000448,Deposito,ATM,B2_024,2025-06-10,184443064,FALSE
T2_001109,C2_001914,Kartu Kredit,Teller,B2_025,2023-05-21,352162472,FALSE
T2_001110,C2_002780,Kredit Konsumer,Internet Banking,B2_024,2024-06-06,20423200,FALSE
T2_001111,C2_002109,Kredit Konsumer,Internet Banking,B2_020,2023-06-08,159109253,FALSE
T2_001112,C2_000851,Kartu Kredit,Teller,B2_018,2025-04-20,248395501,FALSE
T2_001113,C2_000072,Deposito,Internet Banking,B2_010,2024-01-31,218147679,FALSE
T2_001114,C2_002871,Kredit Konsumer,Internet Banking,B2_007,2023-02-11,306130834,FALSE
T2_001115,C2_000452,Tabungan,Teller,B2_019,2024-05-01,107330019,FALSE
T2_001116,C2_001663,Tabungan,Mobile Banking,B2_006,2023-08-31,119179869,FALSE
T2_001117,C2_000199,Tabungan,EDC,B2_019,2024-01-19,52975810,FALSE
T2_001118,C2_002872,Kredit Konsumer,ATM,B2_020,2024-11-02,175648356,FALSE
T2_001119,C2_000283,Deposito,Internet Banking,B2_018,2025-04-19,492014765,FALSE
T2_001120,C2_002024,Kredit Mikro,EDC,B2_012,2025-07-21,5157009,FALSE
T2_001121,C2_001779,Deposito,Teller,B2_011,2023-12-18,96145313,FALSE
T2_001122,C2_001175,Kredit Mikro,Internet Banking,B2_015,2023-07-06,337804086,FALSE
T2_001123,C2_000371,Kredit Konsumer,EDC,B2_005,2024-02-16,448247695,FALSE
T2_001124,C2_002041,Kartu Kredit,ATM,B2_010,2024-11-23,311228227,FALSE
T2_001125,C2_000477,Kredit Mikro,EDC,B2_023,2024-11-09,312673411,FALSE
T2_001126,C2_000058,Kredit Mikro,Mobile Banking,B2_018,2024-05-29,467981884,FALSE
T2_001127,C2_002596,Deposito,Internet Banking,B2_021,2023-09-12,409026871,FALSE
T2_001128,C2_000714,Kredit Konsumer,ATM,B2_022,2025-01-07,24410602,FALSE
T2_001129,C2_002464,Deposito,ATM,B2_015,2024-04-20,228483910,FALSE
T2_001130,C2_002287,Kredit Konsumer,ATM,B2_022,2025-04-14,259419311,FALSE
T2_001131,C2_002432,Kredit Mikro,Mobile Banking,B2_013,2025-03-11,222679697,FALSE
T2_001132,C2_000407,Kartu Kredit,EDC,B2_002,2025-05-23,230428010,FALSE
T2_001133,C2_002159,Kredit Konsumer,ATM,B2_030,2024-11-28,185236196,FALSE
T2_001134,C2_001456,Kredit Mikro,Mobile Banking,B2_002,2025-03-23,192060548,FALSE
T2_001135,C2_001749,Kartu Kredit,Internet Banking,B2_018,2024-06-24,194384066,FALSE
T2_001136,C2_001703,Deposito,Internet Banking,B2_003,2025-07-04,407455202,FALSE
T2_001137,C2_002333,Deposito,Teller,B2_016,2024-11-08,159742007,FALSE
T2_001138,C2_002349,Kredit Konsumer,Mobile Banking,B2_002,2023-08-03,216579022,FALSE
T2_001139,C2_002651,Kredit Konsumer,ATM,B2_009,2023-04-03,56924082,FALSE
T2_001140,C2_002594,Kredit Konsumer,Mobile Banking,B2_010,2023-02-15,455928118,FALSE
T2_001141,C2_000582,Deposito,Mobile Banking,B2_005,2024-10-01,414597943,FALSE
T2_001142,C2_001753,Kredit Konsumer,EDC,B2_025,2023-03-26,168555919,FALSE
T2_001143,C2_002898,Kredit Mikro,Teller,B2_024,2024-05-24,214101722,FALSE
T2_001144,C2_001095,Tabungan,Mobile Banking,B2_021,2024-03-11,411150219,FALSE
T2_001145,C2_002690,Tabungan,ATM,B2_013,2024-10-27,480078340,FALSE
T2_001146,C2_002042,Kredit Konsumer,Teller,B2_007,2025-01-04,375026292,FALSE
T2_001147,C2_002402,Kredit Mikro,Internet Banking,B2_028,2024-04-20,388957954,FALSE
T2_001148,C2_000641,Kredit Mikro,Mobile Banking,B2_002,2024-02-22,25037066,FALSE
T2_001149,C2_000633,Kredit Mikro,EDC,B2_026,2023-03-05,413299558,FALSE
T2_001150,C2_002230,Kartu Kredit,ATM,B2_010,2025-04-16,95283397,FALSE
T2_001151,C2_000110,Kredit Mikro,Mobile Banking,B2_007,2023-01-23,483643085,FALSE
T2_001152,C2_002212,Deposito,EDC,B2_005,2024-05-24,28428335,FALSE
T2_001153,C2_001564,Deposito,Internet Banking,B2_006,2023-02-15,262709270,FALSE
T2_001154,C2_002151,Kredit Mikro,Mobile Banking,B2_009,2025-03-05,335288643,FALSE
T2_001155,C2_000404,Tabungan,EDC,B2_008,2025-03-21,121844815,FALSE
T2_001156,C2_001595,Kartu Kredit,ATM,B2_018,2024-12-02,87335858,FALSE
T2_001157,C2_001164,Deposito,ATM,B2_026,2024-10-21,185917382,FALSE
T2_001158,C2_002297,Deposito,Internet Banking,B2_022,2025-06-16,285104218,FALSE
T2_001159,C2_000806,Deposito,Teller,B2_001,2023-12-10,43911426,FALSE
T2_001160,C2_000543,Kartu Kredit,Mobile Banking,B2_024,2025-01-13,59466946,FALSE
T2_001161,C2_000530,Kredit Mikro,EDC,B2_015,2025-03-12,301433439,FALSE
T2_001162,C2_001693,Kartu Kredit,Internet Banking,B2_017,2025-08-24,469946351,FALSE
T2_001163,C2_001762,Kredit Mikro,Internet Banking,B2_018,2023-01-12,371732739,FALSE
T2_001164,C2_002461,Kredit Konsumer,EDC,B2_020,2025-05-27,137144362,FALSE
T2_001165,C2_001627,Deposito,Teller,B2_026,2023-05-29,339577801,FALSE
T2_001166,C2_000991,Tabungan,Teller,B2_018,2024-06-15,100297920,FALSE
T2_001167,C2_000831,Kartu Kredit,Internet Banking,B2_030,2024-11-29,128050494,FALSE
T2_001168,C2_002928,Kartu Kredit,Internet Banking,B2_005,2024-10-21,486554577,FALSE
T2_001169,C2_001783,Deposito,Internet Banking,B2_027,2025-02-27,175944733,FALSE
T2_001170,C2_002897,Deposito,Internet Banking,B2_007,2025-01-23,72068146,FALSE
T2_001171,C2_000532,Tabungan,Internet Banking,B2_023,2025-04-10,241825371,FALSE
T2_001172,C2_001695,Tabungan,Mobile Banking,B2_026,2024-05-24,97935293,FALSE
T2_001173,C2_001055,Deposito,Mobile Banking,B2_005,2024-06-26,91190506,FALSE
T2_001174,C2_000698,Kredit Mikro,Mobile Banking,B2_014,2023-01-05,224133135,FALSE
T2_001175,C2_001877,Deposito,ATM,B2_003,2024-05-18,74867797,FALSE
T2_001176,C2_000391,Tabungan,Mobile Banking,B2_021,2023-07-30,27795379,FALSE
T2_001177,C2_002272,Deposito,Mobile Banking,B2_013,2024-06-07,40000511,FALSE
T2_001178,C2_001527,Tabungan,Teller,B2_004,2024-09-14,216324573,FALSE
T2_001179,C2_000983,Kredit Konsumer,Internet Banking,B2_022,2023-12-29,168835006,FALSE
T2_001180,C2_002557,Kredit Mikro,EDC,B2_017,2025-03-11,443107304,FALSE
T2_001181,C2_002097,Tabungan,Teller,B2_001,2024-03-18,80023526,FALSE
T2_001182,C2_001387,Kartu Kredit,ATM,B2_013,2023-08-20,476917796,FALSE
T2_001183,C2_000808,Kartu Kredit,Teller,B2_008,2024-06-18,243563224,FALSE
T2_001184,C2_000710,Kredit Mikro,EDC,B2_006,2025-04-09,48000458,FALSE
T2_001185,C2_001952,Kredit Mikro,Teller,B2_014,2024-05-31,238314939,FALSE
T2_001186,C2_000346,Kartu Kredit,Teller,B2_009,2023-07-07,1418518,FALSE
T2_001187,C2_001492,Kredit Konsumer,Mobile Banking,B2_026,2025-02-12,49853397,FALSE
T2_001188,C2_002828,Kredit Konsumer,ATM,B2_012,2023-03-03,304854739,FALSE
T2_001189,C2_002541,Tabungan,Mobile Banking,B2_028,2025-08-16,303696964,FALSE
T2_001190,C2_002287,Kredit Mikro,EDC,B2_001,2024-06-19,424242750,FALSE
T2_001191,C2_000666,Kartu Kredit,ATM,B2_015,2024-04-20,106605781,FALSE
T2_001192,C2_000926,Kredit Mikro,EDC,B2_007,2024-11-08,38491664,FALSE
T2_001193,C2_002909,Kartu Kredit,EDC,B2_017,2023-07-03,184958417,FALSE
T2_001194,C2_002974,Kartu Kredit,Teller,B2_012,2023-05-31,477377422,FALSE
T2_001195,C2_002125,Tabungan,Teller,B2_023,2024-06-07,390187933,FALSE
T2_001196,C2_002281,Kredit Mikro,Teller,B2_023,2023-12-28,191344907,FALSE
T2_001197,C2_001470,Kredit Konsumer,Teller,B2_029,2025-03-03,80547777,FALSE
T2_001198,C2_002219,Kredit Mikro,ATM,B2_024,2025-07-03,410632998,FALSE
T2_001199,C2_002582,Kartu Kredit,Mobile Banking,B2_014,2023-09-29,162758507,FALSE
T2_001200,C2_000747,Kredit Konsumer,ATM,B2_013,2023-07-21,233813901,FALSE
T2_001201,C2_001001,Kartu Kredit,Teller,B2_021,2023-03-01,121621091,FALSE
T2_001202,C2_000273,Kredit Mikro,Internet Banking,B2_024,2023-07-21,106808888,FALSE
T2_001203,C2_001943,Kartu Kredit,EDC,B2_010,2024-03-20,482409444,FALSE
T2_001204,C2_001049,Deposito,Teller,B2_029,2025-02-07,207876658,FALSE
T2_001205,C2_000757,Kredit Konsumer,Teller,B2_021,2025-07-03,247913101,FALSE
T2_001206,C2_002886,Tabungan,EDC,B2_025,2025-01-25,440174580,FALSE
T2_001207,C2_000549,Deposito,EDC,B2_027,2023-09-17,415051406,FALSE
T2_001208,C2_002522,Kartu Kredit,Mobile Banking,B2_024,2023-07-28,299149309,FALSE
T2_001209,C2_001379,Kredit Mikro,ATM,B2_013,2023-04-20,431680390,FALSE
T2_001210,C2_001745,Kartu Kredit,EDC,B2_029,2024-01-19,281911608,FALSE
T2_001211,C2_001483,Tabungan,ATM,B2_030,2023-02-14,122399353,FALSE
T2_001212,C2_002564,Kredit Mikro,Teller,B2_027,2024-01-28,61790261,FALSE
T2_001213,C2_002106,Kredit Konsumer,Internet Banking,B2_007,2023-08-26,215989368,FALSE
T2_001214,C2_002220,Kredit Konsumer,Internet Banking,B2_013,2025-07-09,47543024,FALSE
T2_001215,C2_002321,Kartu Kredit,Mobile Banking,B2_007,2023-10-05,132295141,FALSE
T2_001216,C2_002194,Deposito,Mobile Banking,B2_003,2023-07-02,101211019,FALSE
T2_001217,C2_001461,Kredit Mikro,Mobile Banking,B2_006,2025-02-16,21635826,FALSE
T2_001218,C2_000854,Deposito,Internet Banking,B2_022,2023-05-29,213541497,FALSE
T2_001219,C2_000829,Kartu Kredit,EDC,B2_027,2024-04-12,75874007,FALSE
T2_001220,C2_001593,Kredit Mikro,EDC,B2_014,2024-11-09,194707597,FALSE
T2_001221,C2_002348,Kredit Konsumer,EDC,B2_021,2024-03-22,365325673,FALSE
T2_001222,C2_002195,Kredit Konsumer,Teller,B2_018,2023-11-04,423762310,FALSE
T2_001223,C2_002969,Kartu Kredit,ATM,B2_016,2024-02-01,376651059,FALSE
T2_001224,C2_000549,Kredit Mikro,Teller,B2_029,2023-04-14,204005843,FALSE
T2_001225,C2_001082,Kartu Kredit,Mobile Banking,B2_026,2025-02-14,80073500,FALSE
T2_001226,C2_001292,Kredit Konsumer,Mobile Banking,B2_007,2023-12-19,176834231,FALSE
T2_001227,C2_000032,Tabungan,EDC,B2_005,2023-06-10,376689387,FALSE
T2_001228,C2_002458,Deposito,Teller,B2_030,2023-06-02,87914357,FALSE
T2_001229,C2_002479,Kartu Kredit,Teller,B2_018,2023-11-29,371626478,FALSE
T2_001230,C2_001962,Tabungan,EDC,B2_013,2024-01-12,494201670,FALSE
T2_001231,C2_002012,Kredit Konsumer,ATM,B2_030,2023-06-13,104287044,FALSE
T2_001232,C2_001625,Kartu Kredit,ATM,B2_004,2024-04-03,190827811,FALSE
T2_001233,C2_000222,Kredit Konsumer,Teller,B2_028,2023-10-27,117840928,FALSE
T2_001234,C2_002099,Kredit Konsumer,Teller,B2_011,2025-02-25,393999542,FALSE
T2_001235,C2_000809,Kartu Kredit,ATM,B2_017,2023-05-18,407453939,FALSE
T2_001236,C2_000705,Tabungan,Internet Banking,B2_012,2024-10-31,70339468,FALSE
T2_001237,C2_001889,Kartu Kredit,Internet Banking,B2_028,2025-03-21,428326111,FALSE
T2_001238,C2_000573,Kredit Konsumer,Mobile Banking,B2_024,2024-08-23,257902628,FALSE
T2_001239,C2_000895,Kredit Mikro,Teller,B2_005,2023-09-14,222998180,FALSE
T2_001240,C2_002507,Kredit Konsumer,ATM,B2_024,2024-12-25,196399450,FALSE
T2_001241,C2_000803,Kartu Kredit,EDC,B2_017,2025-06-23,379095281,FALSE
T2_001242,C2_002645,Tabungan,EDC,B2_024,2024-06-05,263243265,FALSE
T2_001243,C2_001302,Kredit Konsumer,Internet Banking,B2_029,2023-12-19,263742904,FALSE
T2_001244,C2_001477,Tabungan,ATM,B2_005,2023-07-20,290883758,FALSE
T2_001245,C2_001590,Tabungan,Internet Banking,B2_023,2023-10-26,19601164,FALSE
T2_001246,C2_001189,Deposito,Internet Banking,B2_003,2023-12-25,449727973,FALSE
T2_001247,C2_000940,Tabungan,Teller,B2_029,2024-12-26,163481847,FALSE
T2_001248,C2_002295,Kredit Konsumer,Teller,B2_013,2024-03-01,179686398,FALSE
T2_001249,C2_002386,Kredit Konsumer,ATM,B2_019,2023-12-17,201293533,FALSE
T2_001250,C2_001909,Kartu Kredit,Mobile Banking,B2_013,2025-08-30,51690605,FALSE
T2_001251,C2_002572,Kartu Kredit,Teller,B2_009,2024-01-12,319374341,FALSE
T2_001252,C2_001429,Tabungan,Mobile Banking,B2_023,2025-07-29,214357890,FALSE
T2_001253,C2_000040,Kredit Mikro,Internet Banking,B2_027,2024-07-11,86855794,FALSE
T2_001254,C2_001054,Kredit Konsumer,Internet Banking,B2_016,2023-05-26,90598685,FALSE
T2_001255,C2_000832,Tabungan,ATM,B2_022,2024-10-19,297450804,FALSE
T2_001256,C2_000297,Kartu Kredit,ATM,B2_020,2023-04-25,340426770,FALSE
T2_001257,C2_002895,Kredit Konsumer,Internet Banking,B2_021,2023-09-28,295427962,FALSE
T2_001258,C2_002351,Deposito,Mobile Banking,B2_015,2025-06-03,460996209,FALSE
T2_001259,C2_002780,Kartu Kredit,Mobile Banking,B2_008,2024-12-05,435431743,FALSE
T2_001260,C2_001284,Deposito,Internet Banking,B2_016,2023-02-24,478719375,FALSE
T2_001261,C2_001948,Kredit Konsumer,EDC,B2_017,2023-06-07,261398275,FALSE
T2_001262,C2_000606,Kredit Mikro,EDC,B2_018,2024-10-04,73177403,FALSE
T2_001263,C2_002480,Tabungan,Mobile Banking,B2_019,2023-07-13,175779059,FALSE
T2_001264,C2_001337,Tabungan,EDC,B2_011,2024-02-14,362234348,FALSE
T2_001265,C2_002937,Kredit Mikro,Teller,B2_005,2025-02-21,68104648,FALSE
T2_001266,C2_002290,Tabungan,ATM,B2_013,2024-03-28,82338870,FALSE
T2_001267,C2_002779,Tabungan,ATM,B2_027,2023-06-02,481953151,FALSE
T2_001268,C2_001552,Deposito,EDC,B2_015,2024-03-04,251188423,FALSE
T2_001269,C2_000864,Tabungan,Internet Banking,B2_024,2023-07-16,160360432,FALSE
T2_001270,C2_000492,Deposito,Teller,B2_005,2023-07-14,203634678,FALSE
T2_001271,C2_000311,Tabungan,EDC,B2_021,2024-04-08,136178376,FALSE
T2_001272,C2_002980,Tabungan,Internet Banking,B2_015,2024-01-31,29622072,FALSE
T2_001273,C2_001935,Kartu Kredit,Internet Banking,B2_006,2024-04-25,157836107,FALSE
T2_001274,C2_002707,Kredit Mikro,Mobile Banking,B2_025,2025-01-22,461996699,FALSE
T2_001275,C2_002194,Kartu Kredit,Teller,B2_009,2024-04-01,144525572,FALSE
T2_001276,C2_000730,Tabungan,Teller,B2_025,2025-07-08,383961520,FALSE
T2_001277,C2_001995,Deposito,Mobile Banking,B2_015,2025-04-02,111414060,FALSE
T2_001278,C2_000990,Tabungan,Internet Banking,B2_012,2025-03-10,128409103,FALSE
T2_001279,C2_000924,Kredit Konsumer,Internet Banking,B2_027,2025-01-05,397468498,FALSE
T2_001280,C2_001976,Kredit Konsumer,EDC,B2_027,2023-11-29,6061206,FALSE
T2_001281,C2_002199,Kredit Konsumer,ATM,B2_013,2023-11-07,327248037,FALSE
T2_001282,C2_000463,Kredit Konsumer,Mobile Banking,B2_021,2025-05-27,145630801,FALSE
T2_001283,C2_001904,Tabungan,EDC,B2_006,2024-07-01,26524761,FALSE
T2_001284,C2_000011,Kredit Konsumer,Teller,B2_007,2024-06-23,370265706,FALSE
T2_001285,C2_002475,Kredit Mikro,Teller,B2_016,2025-07-28,156648409,FALSE
T2_001286,C2_002901,Tabungan,Teller,B2_019,2024-11-23,296845352,FALSE
T2_001287,C2_002944,Kartu Kredit,ATM,B2_029,2023-08-07,264686094,FALSE
T2_001288,C2_002349,Tabungan,Mobile Banking,B2_001,2025-08-25,465978957,FALSE
T2_001289,C2_000039,Deposito,ATM,B2_018,2024-08-19,293980604,FALSE
T2_001290,C2_000591,Kredit Mikro,Internet Banking,B2_004,2024-10-09,367328966,FALSE
T2_001291,C2_001489,Tabungan,Internet Banking,B2_009,2023-12-09,271423384,FALSE
T2_001292,C2_000985,Kartu Kredit,Teller,B2_001,2023-09-14,150161729,FALSE
T2_001293,C2_001019,Deposito,Mobile Banking,B2_013,2023-12-15,310057199,FALSE
T2_001294,C2_000941,Deposito,EDC,B2_006,2023-02-22,75518725,FALSE
T2_001295,C2_001889,Kartu Kredit,Internet Banking,B2_020,2025-01-03,92473608,FALSE
T2_001296,C2_000876,Kartu Kredit,EDC,B2_006,2024-09-15,304687863,FALSE
T2_001297,C2_002564,Kartu Kredit,EDC,B2_002,2024-01-15,327051177,FALSE
T2_001298,C2_000705,Kartu Kredit,Internet Banking,B2_018,2024-07-20,191001940,FALSE
T2_001299,C2_000614,Kredit Konsumer,EDC,B2_030,2023-07-28,406917689,FALSE
T2_001300,C2_002744,Kredit Mikro,EDC,B2_007,2024-10-23,42723594,FALSE
T2_001301,C2_000907,Kartu Kredit,EDC,B2_005,2024-03-04,438096305,FALSE
T2_001302,C2_000597,Kredit Konsumer,ATM,B2_022,2024-11-16,315135558,FALSE
T2_001303,C2_001689,Tabungan,Mobile Banking,B2_016,2024-05-03,266028831,FALSE
T2_001304,C2_002610,Deposito,Teller,B2_014,2025-08-10,426138663,FALSE
T2_001305,C2_000348,Tabungan,ATM,B2_014,2024-01-23,314188775,FALSE
T2_001306,C2_002612,Tabungan,EDC,B2_004,2023-02-22,180505050,FALSE
T2_001307,C2_002310,Kredit Konsumer,ATM,B2_014,2023-09-21,477862412,FALSE
T2_001308,C2_000710,Kredit Konsumer,ATM,B2_001,2025-02-22,337040705,FALSE
T2_001309,C2_001807,Kartu Kredit,Mobile Banking,B2_024,2024-08-17,171938508,FALSE
T2_001310,C2_001654,Kartu Kredit,Mobile Banking,B2_001,2023-12-06,206683063,FALSE
T2_001311,C2_001469,Kredit Konsumer,EDC,B2_008,2023-10-27,190291075,FALSE
T2_001312,C2_000289,Kredit Mikro,ATM,B2_027,2024-11-01,315066201,FALSE
T2_001313,C2_002897,Kartu Kredit,Mobile Banking,B2_001,2025-01-16,113896086,FALSE
T2_001314,C2_001405,Tabungan,Mobile Banking,B2_026,2025-03-11,167749971,FALSE
T2_001315,C2_002444,Kartu Kredit,ATM,B2_026,2025-04-25,280043421,FALSE
T2_001316,C2_002046,Kartu Kredit,Mobile Banking,B2_030,2023-06-17,368689688,FALSE
T2_001317,C2_000287,Kredit Mikro,Internet Banking,B2_020,2024-04-01,427693530,FALSE
T2_001318,C2_002594,Kredit Konsumer,Mobile Banking,B2_006,2024-09-14,104068351,FALSE
T2_001319,C2_000032,Kredit Mikro,EDC,B2_001,2023-10-23,235610451,FALSE
T2_001320,C2_001559,Kartu Kredit,EDC,B2_009,2024-07-19,248108815,FALSE
T2_001321,C2_001638,Kredit Mikro,Teller,B2_023,2025-06-15,230637490,FALSE
T2_001322,C2_000552,Kartu Kredit,Teller,B2_001,2023-01-09,492894275,FALSE
T2_001323,C2_001420,Kredit Mikro,ATM,B2_026,2025-02-09,302637832,FALSE
T2_001324,C2_000298,Deposito,EDC,B2_018,2024-05-21,314325382,FALSE
T2_001325,C2_001940,Deposito,Teller,B2_005,2024-12-16,201970926,FALSE
T2_001326,C2_001294,Kartu Kredit,ATM,B2_019,2023-05-05,343907155,FALSE
T2_001327,C2_000843,Kredit Mikro,Teller,B2_001,2023-06-13,376794216,FALSE
T2_001328,C2_002748,Kartu Kredit,Mobile Banking,B2_005,2025-01-06,347520168,FALSE
T2_001329,C2_001503,Kredit Mikro,Internet Banking,B2_024,2025-02-25,236668412,FALSE
T2_001330,C2_001651,Kredit Konsumer,Teller,B2_012,2025-01-07,5351071,FALSE
T2_001331,C2_001249,Kredit Mikro,Mobile Banking,B2_001,2024-02-17,208808576,FALSE
T2_001332,C2_001626,Kredit Mikro,Internet Banking,B2_006,2024-06-15,480102280,FALSE
T2_001333,C2_002463,Kartu Kredit,Teller,B2_017,2024-04-06,360264551,FALSE
T2_001334,C2_001059,Kredit Mikro,EDC,B2_008,2024-04-14,418227474,FALSE
T2_001335,C2_002075,Kartu Kredit,Internet Banking,B2_005,2023-12-24,202590951,FALSE
T2_001336,C2_000645,Kartu Kredit,Mobile Banking,B2_003,2025-07-02,299011875,FALSE
T2_001337,C2_000947,Tabungan,EDC,B2_028,2025-05-28,300556449,FALSE
T2_001338,C2_000743,Kartu Kredit,Mobile Banking,B2_015,2023-04-15,451814773,FALSE
T2_001339,C2_002652,Kredit Mikro,Teller,B2_028,2023-09-25,187664417,FALSE
T2_001340,C2_001396,Deposito,Mobile Banking,B2_028,2024-06-17,416321494,FALSE
T2_001341,C2_002984,Kredit Konsumer,ATM,B2_024,2025-02-12,241572864,FALSE
